"pnum","age","female","ethnic","cauc","afamer","amerind","hawaii","asian","nonnative","year","marstat","momeduc","dadeduc","momjob","dadjob","ownhome","ownhome2","ownbus","spg1a1","spg1a2","spg1b","spg2a1","spg2a2","spg2b","spg3a1","spg3a2","spg3b","spg4a1","spg4a2","spg4b","spg5a1","spg5a2","spg5b","spg6a1","spg6a2","spg6b","spg7a1","spg7a2","spg7b","spg8a1","spg8a2","spg8b","spg9a1","spg9a2","spg9b","spg10a1","spg10a2","spg10b","spg11a1","spg11a2","spg11b","spg12a1","spg12a2","spg12b","spg13a1","spg13a2","spg13b","spg14a1","spg14a2","spg14b","spg15a1","spg15a2","spg15b","spg16a1","spg16a2","spg16b","spg17a1","spg17a2","spg17b","spg18a1","spg18a2","spg18b","spg19a1","spg19a2","spg19b","spg20a1","spg20a2","spg20b","spg21a1","spg21a2","spg21b","spg22a1","spg22a2","spg22b","spg23a1","spg23a2","spg23b","spg24a1","spg24a2","spg24b","spg25a1","spg25a2","spg25b","spg26a1","spg26a2","spg26b","spg27a1","spg27a2","spg27b","spg28a1","spg28a2","spg28b","spg29a1","spg29a2","spg29b","spg30a1","spg30a2","spg30b","spg31a1","spg31a2","spg31b","spg32a1","spg32a2","spg32b","spg33a1","spg33a2","spg33b","spg34a1","spg34a2","spg34b","spg35a1","spg35a2","spg35b","spg36a1","spg36a2","spg36b","upg1a1","upg1a2","upg1b","upg1c","upg1c1","upg1c2","upg2a1","upg2a2","upg2b","upg2c","upg2c1","upg2c2","upg3a1","upg3a2","upg3b","upg3c","upg3c1","upg3c2","upg4a1","upg4a2","upg4b","upg4c","upg4c1","upg4c2","upg5a1","upg5a2","upg5b","upg5c","upg5c1","upg5c2","upg6a1","upg6a2","upg6b","upg6c","upg6c1","upg6c2","upg7a1","upg7a2","upg7b","upg7c","upg7c1","upg7c2","upg8a1","upg8a2","upg8b","upg8c","upg8c1","upg8c2","upg9a1","upg9a2","upg9b","upg9c","upg9c1","upg9c2","upg10a1","upg10a2","upg10b","upg10c","upg10c1","upg10c2","upg11a1","upg11a2","upg11b","upg11c","upg11c1","upg11c2","upg12a1","upg12a2","upg12b","upg12c","upg12c1","upg12c2","upg13a1","upg13a2","upg13b","upg13c","upg13c1","upg13c2","upg14a1","upg14a2","upg14b","upg14c","upg14c1","upg14c2","upg15a1","upg15a2","upg15b","upg15c","upg15c1","upg15c2","upg16a1","upg16a2","upg16b","upg16c","upg16c1","upg16c2","dupg12a1","dupg12a2","dupg12b","dupg12c","dupg12c1","dupg12c2","dupg13a1","dupg13a2","dupg13b","dupg13c","dupg13c1","dupg13c2","dupg14a1","dupg14a2","dupg14b","dupg14c","dupg14c1","dupg14c2","suppnq1","suppnq2","suppnq3","nqfrat","nqrelig","nqcult","nqserv","nqsgov","nqnews","nqathim","nqathcoll","nqsliv","nqcrart","nqathsup","nqacad","nqrotc","skipped","edited","minutes","multrace","duke","pcis_pos","pcis_pun","pcis_ineff","ecrs_rejanx","ecrs_intav","spgmax","countmax","closemax","upgmax","ucountmax","uclosemax","spgcount","spgcountsum","spgclosesum","upgcount","upgcountsum","upgclosesum","inculcation_E","commonality_E","inculcation_P","commonality_P","inculcation_A","commonality_A","race_cat"
12,20,1,0,0,1,0,0,0,0,3,5,5,2,1,5,1,0,1,1,4,4,1,0,0,1,1,1,0,0,NA,1,1,1,1,5,5,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,3,2,1,3,1,0,0,NA,1,1,1,0,0,NA,0,0,NA,0,0,NA,1,1,1,0,0,NA,0,0,NA,1,2,2,0,0,NA,0,0,NA,1,2,2,1,6,1,0,0,NA,1,1,1,1,2,2,0,0,NA,1,10,10,1,2,2,1,2,2,0,0,NA,1,4,4,1,1,1,1,6,4,1,1,1,2,NA,5,1,2,2,1,2,NA,1,1,1,1,2,NA,1,1,1,1,2,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,1,1,1,NA,0,0,NA,NA,NA,NA,1,2,2,1,2,NA,1,50,10,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24,0,0,13,14,4,19,23,73,1,1,58.3,1,1,9,17,14,5,6,6,1.75737327420427,0.899968510722943,1.17376922641093,0.479757803395333,1.40057590373744,0.61893490536071,"afamer"
13,22,1,0,0,1,0,0,0,0,4,5,3,0,1,0,0,0,0,1,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,1,1,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,1,0,0,NA,1,1,1,1,2,2,0,0,NA,1,2,2,0,0,NA,1,10,4,1,1,0,1,5,0,1,0,0,1,2,2,1,5,5,0,0,NA,0,0,NA,NA,NA,NA,1,1,0,1,4,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,1,1,2,NA,1,1,0,1,4,NA,1,4,1,1,9,NA,1,4,2,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,19,13,11,30,20,40,1,1,54.3,1,0,2,2,2,2,2,1,1.08945568055031,0.861074957421505,1.07213325884297,0.751818198678273,0.740536782846843,0.619822210394672,"afamer"
14,22,1,0,0,1,0,0,0,0,4,5,2,0,1,4,0,0,0,1,5,5,1,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,1,0,0,NA,0,0,NA,1,6,2,0,0,NA,1,500,100,0,0,NA,1,20,0,0,0,NA,1,100,25,1,1,1,1,200,15,1,1,1,2,NA,3,1,4,2,1,2,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,5,3,1,1,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,20,2,1,5,NA,1,100,15,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,16,0,0,10,11,15,19,30,54,1,1,70.9,5,3,2,2,2,3,10,6,1.12507921807202,0.667781691759934,0.954692523863801,0.47498306836496,0.904276795603468,0.370012973206974,"afamer"
16,22,1,0,0,1,0,0,0,0,5,5,3,1,1,8,0,0,0,1,15,6,0,0,NA,1,1,1,0,0,NA,0,0,NA,0,0,NA,1,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,2,1,0,0,NA,1,5,2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,15,5,0,0,NA,1,5,5,1,2,2,0,0,NA,1,60,10,0,0,NA,1,10,3,1,2,2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,5,2,2,NA,4,1,3,2,1,3,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,2,1,2,NA,4,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,5,2,1,4,NA,1,10,3,1,4,NA,1,60,25,1,4,NA,1,40,10,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0,10,22,12,28,27,58,1,1,70.9,3,2,4,9,5,4,15,7,0.939674445807261,0.836173552617374,0.642877199270098,0.51426221261459,0.360169854983836,0.411444889116959,"afamer"
17,19,1,0,0,1,1,0,0,0,2,2,4,2,1,3,1,0,0,1,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,5,2,1,3,3,1,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,1,1,3,3,0,0,NA,1,1000,15,1,1,1,1,5,0,0,0,NA,1,1,1,1,15,2,1,2,1,1,0,0,2,NA,3,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,0,1,0,NA,1,20,2,2,NA,11,1,30,1,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,2,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,23,1,0,8,13,9,24,19,49,0,0,51.3,0,0,3,8,5,1,0,0,1.07219437103033,0.746270243451377,1.13024443182528,0.537205443815235,0.455622580091015,0.340411047050178,"multrace"
18,20,1,1,0,1,0,0,0,0,3,5,5,4,1,1,1,1,1,1,1,1,1,3,3,0,0,NA,0,0,NA,1,1,1,1,1,1,1,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,50,50,1,50,50,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,100,100,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,2,1,1,3,NA,1,1,1,1,3,NA,1,10,10,1,3,NA,0,0,NA,NA,NA,NA,1,3,3,1,3,NA,1,3,3,1,3,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,10,3,1,3,NA,1,3,3,1,3,NA,1,1000,1000,1,3,NA,1,100,100,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,20,25,20,30,24,73,1,1,76.8,3,3,4,5,5,6,29,21,0.496021872256502,0.60862203014311,0.467363245328226,0.397019855845902,0.327835926436254,0.27133266991948,"afamer"
19,21,0,0,0,1,0,0,0,0,3,2,3,3,1,1,1,0,0,1,1000,20,1,3,3,1,2,2,1,6,3,1,2,2,1,1,1,1,1,1,0,0,NA,0,0,NA,0,0,NA,1,3,2,1,5,5,0,0,NA,1,1,1,1,1,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,1,1,2,2,1,1,1,1,100,100,1,100,100,1,50,50,1,4,4,0,0,NA,1,200,75,1,50,20,1,500,500,1,250,150,1,4,0,1,1,1,1,50,50,1,100,100,0,0,NA,1,2,1,1,1,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,5,2,1,2,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,7,5,1,2,NA,1,4,2,1,2,NA,1,3,3,1,2,NA,1,50,40,1,2,NA,1,100,50,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0,14,12,13,16,12,73,2,2,54.3,5,2,13,29,24,4,18,10,0.870524587390311,0.664922495048565,1.04859432961062,0.571093399398196,1.16229635415121,0.630662510785506,"afamer"
20,22,0,0,0,1,0,0,0,0,3,3,5,2,1,4,1,0,0,1,10,5,1,1,1,1,2,2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,20,10,1,1,1,0,0,NA,1,50,20,1,10,5,1,1000,1000,1,100,50,1,1000,1000,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,10,1,1,3,NA,0,0,NA,NA,NA,NA,1,1,0,2,NA,6,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,3,2,1,1,NA,1,6,6,1,2,NA,1,2,1,2,NA,3,1,20,10,1,3,NA,1,100,75,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0,13,16,11,22,16,58,2,2,76.8,1,0,3,4,4,4,20,9,1.11086148235972,0.826487524006521,0.794964475346584,0.491893651754293,1.07115003089534,0.64212134337144,"afamer"
21,19,0,0,0,1,0,0,0,0,2,4,2,2,1,5,0,0,0,1,30,30,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,1,0,0,NA,0,0,NA,1,5,5,0,0,NA,1,15,15,0,0,NA,0,0,NA,1,1,1,1,2,2,1,30,30,0,0,NA,0,0,NA,NA,NA,NA,1,2,0,2,NA,1,0,0,NA,NA,NA,NA,1,1,1,2,NA,10,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,1,2,NA,3,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,3,3,2,NA,11,1,15,6,2,NA,10,1,20,10,2,NA,10,1,8,4,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,34,0,0,10,10,10,19,20,31,1,1,64.1,1,1,2,2,2,4,7,5,1.2938996215261,0.835635326860026,0.747384375481339,0.497927420985699,1.14295483042954,0.596662405318308,"afamer"
22,21,1,0,0,1,0,0,0,0,4,3,2,2,1,1,1,0,0,1,3,3,0,0,NA,0,0,NA,0,0,NA,1,1,1,1,3,3,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,1,0,0,NA,1,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,50,50,1,1,1,1,5,2,0,0,NA,0,0,NA,1,5,5,0,0,NA,1,150,150,1,25,25,1,20,20,1,4,4,1,7,7,1,15,15,0,0,NA,0,0,NA,NA,NA,NA,1,3,3,1,3,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,0,1,4,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,7,7,2,NA,9,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,4,4,2,NA,4,0,0,NA,NA,NA,NA,1,100,100,1,4,NA,1,150,150,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,1,1,0,0,1,0,1,0,0,0,0,1,0,6,0,24,0,0,16,15,6,20,25,73,1,1,70.9,1,0,4,5,5,4,15,14,0.828427876476071,0.698865239254499,0.91064094280227,0.658509224979589,0.819073675273553,0.589237011537444,"afamer"
23,19,0,0,0,1,0,0,0,0,2,2,3,3,1,1,0,0,0,1,2,1,1,2,2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,1,0,0,NA,0,0,NA,1,1,1,0,0,NA,0,0,NA,1,4,2,1,3,3,1,55,15,1,3,2,0,0,NA,1,1,1,1,6,2,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,3,1,2,NA,8,1,6,3,2,NA,3,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,2,0,2,NA,3,1,1,1,2,NA,4,0,0,NA,NA,NA,NA,1,50,9,2,NA,8,1,5,3,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,23,0,0,16,11,11,19,17,54,2,2,58.3,3,1,3,4,4,4,12,5,1.43542273954792,0.875199290038599,1.20705944377937,0.687445287792283,0.736049543446627,0.387438476214708,"afamer"
24,18,0,0,0,1,0,0,0,0,1,1,1,1,3,1,0,0,0,1,10,5,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,2,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,9,5,1,2,1,1,30,17,1,2,2,0,0,NA,0,0,NA,1,1,0,1,5,3,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,2,1,1,2,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,2,0,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,1,1,2,NA,0,0,NA,NA,NA,NA,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,30,0,0,10,19,10,25,23,60,2,1,54.3,2,1,1,2,1,2,4,1,1.2176387209185,0.74551616136958,0.671398158799848,0.339693695385029,0.881328575679884,0.367731899525593,"afamer"
25,24,0,0,0,1,0,0,0,0,4,5,2,3,3,1,0,0,0,1,3,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,2,0,1,2,0,0,0,NA,1,3,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,3,0,0,0,NA,0,0,NA,1,10,4,0,0,NA,1,30,5,1,5,1,1,4,2,0,0,NA,0,0,NA,1,5,2,1,5,4,1,1,0,1,4,NA,1,2,1,1,5,NA,0,0,NA,NA,NA,NA,1,10,3,1,4,NA,1,3,2,1,5,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,20,10,1,5,NA,0,0,NA,NA,NA,NA,1,30,5,1,4,NA,1,20,15,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,17,0,0,20,10,6,26,20,40,2,0,70.9,3,2,3,7,0,5,36,16,1.3925685076611,0.909740509994089,0.789660129398058,0.690107187680416,0.806429302075269,0.505258979665609,"afamer"
26,21,0,0,0,1,0,0,0,0,4,5,4,3,5,1,1,0,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,1,0,0,NA,0,0,NA,0,0,NA,1,20,3,0,0,NA,1,30,10,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,1,1,0,1,1,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,4,2,1,4,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,20,10,1,4,NA,1,15,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,17,12,8,27,21,0,0,0,54.3,1,0,0,0,NA,2,5,2,0.576690813978728,0.541063190392159,0.73466535372479,0.463456422471485,0.0302336593738664,0.0232046953837544,"afamer"
29,18,0,1,0,0,0,0,0,1,2,2,2,1,1,1,1,0,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,40,3,1,2,NA,1,0,0,2,NA,0,1,0,0,2,NA,0,1,0,0,2,NA,0,1,0,0,2,NA,0,1,0,0,2,NA,0,1,0,0,2,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,17,0,0,4,5,4,12,24,0,0,0,76.8,0,0,0,0,NA,7,40,3,0.527991535461105,0.477577504487887,0.726202867993853,0.418210764113324,0.489701091751472,0.338966468790891,"nonnative"
30,21,1,0,1,1,0,0,0,0,3,1,4,4,7,7,1,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,300,4,0,0,NA,1,20,2,1,10,2,1,100,5,1,100,40,1,3,0,0,0,NA,NA,NA,NA,1,1,0,2,NA,2,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,17,1,0,19,12,11,24,18,0,0,0,54.3,1,0,0,0,NA,1,1,0,1.05145035527398,0.660065918356034,1.35124302009065,0.565681843480105,1.51532428344213,0.553514657961415,"multrace"
31,20,0,0,1,0,0,0,0,0,3,6,4,4,1,6,1,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,60,45,0,0,NA,1,15,10,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,1,1,3,NA,1,1,1,1,2,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,10,10,1,3,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,50,50,1,3,NA,1,20,20,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,19,0,0,16,12,11,17,12,0,0,0,70.9,1,1,0,0,NA,3,12,12,1.06126371713263,0.788223601995868,1.04205697151564,0.632714826281235,0.91077609902637,0.551604346622099,"cauc"
